Temperature_K,Process_Temperature_K,Rotational_Speed_RPM,Torque_Nm,Tool_Wear_Min,Vibration_X,Vibration_Y,Power_Consumption_kW,Pressure_Bar,Coolant_Flow_Lmin,MachineFailure
4.9010166145363225,1.949601601563347,3.583098355312019,1.3245742559221672,6.433896368554338,-5.645097778323294,-0.662355978375972,-2.4407039388023635,2.054796599703657,2.2750568102230666,0
2.3287677606057953,-0.5733394842538221,1.230735859811095,0.47617717971068807,5.497844939740478,-1.5742541384575053,-1.0150841885505393,-3.6299464495810656,-0.9540288745656065,0.6595743213194301,0
-0.504546001771893,-1.4082467264793843,0.8985696361839366,1.4018399305834661,0.6034550563317987,-4.311415059663367,-1.9904675847283448,3.6229548901124353,3.2130010935574425,-3.901043961395968,0
1.2306863878190875,-0.5016156020569504,-0.04249063160355937,2.4028688714051234,4.489369494707032,-1.5117944691639729,-0.7422878421284167,-2.177325800445529,-0.7509111653965301,-0.029633324703301156,0
1.5806500473652472,0.5143234946539008,2.985907110682251,0.2669913789089674,4.9976364106721185,-3.404824070372889,-0.44527588449444977,-2.1018831379521647,2.368169632175768,0.5084326124767331,0
-0.4896156938987266,-1.2515101583776471,0.14797589906557418,1.9780002974222848,0.2660296349493522,-3.3986927537282745,-2.745519131000335,2.877199899223993,0.3745008265372054,-2.962921195830368,0
1.7583812334814684,-2.3001931736284504,0.6029432716499814,2.215514272151231,3.895289881387151,-4.392161426035508,-2.1402831887145917,0.8571683607141043,0.014104407000806618,-2.183510030091216,0
-1.4048492389236267,-1.545413970602493,-0.7048611961454427,0.9240100737628457,0.05755294431666534,-0.41295309126446533,-2.298800917876466,0.8891709454464212,-1.4116468086723852,-3.323978604442536,0
-0.3074857393777868,-1.3311930802983718,-0.42892486816346675,2.696401358266624,3.4201555161498702,-1.7546728062717618,-1.3522080979111681,-0.5919612252796823,-0.01325929144140292,-0.6824684929081976,0
1.1120475398695637,-1.167484255787077,0.25682079981457373,-0.376860570495293,2.489008665786534,-0.8609738371216208,-1.1732494835967886,-1.0577315985059523,0.43930310793396765,-2.164527669085559,0
2.537685528822184,0.9502835251189456,1.4913811133352726,-0.10280193055466302,3.4696087683480803,-1.7982030644107418,-1.3550180756605896,-2.401823172920639,0.13357061754391852,0.4745571498804755,0
3.7020546344398073,-2.303168644749888,-0.20490404302550047,0.06208872871020843,6.187269629305415,-1.6638674976597998,-0.26225686136776216,-2.769904030581449,1.9738561057754866,-0.7345747387482305,0
